mol_id_A,core,chains_A,mol_id_B,chains_B
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],10,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1]
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],9,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1]
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],8,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1]
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],7,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],6,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
11,,CS(=O)(=O)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1.C[*:1],1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],9,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1]
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],8,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1]
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],7,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],6,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
10,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4[nH]nnc4c3)c2c1)[*:1],1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],8,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1]
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],7,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],6,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
9,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3ccc4scnc4c3)c2c1)[*:1],1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],7,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],6,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
8,,C[*:1].O=S(=O)(c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1],1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,6,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
7,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccccc23)c1,1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
6,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
6,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
6,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1,4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
6,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1,3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
6,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1,2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
6,,C[*:1].Oc1ccc([*:1])c(Nc2ccnc3ccc(-c4cccnc4)cc23)c1,1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
5,,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1
5,,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
5,,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
5,,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
5,,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
12,,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,4,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12
12,,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
12,,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
12,,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(Nc3cc(O)ccc3[*:1])c2c1,1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
4,,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12,3,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1
4,,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12,2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
4,,C[*:1].Cc1ccc(O)cc1Nc1ccnc2ccc(O[*:1])cc12,1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
3,,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1,2,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1]
3,,C[*:1].Cl.Oc1ccc([*:1])c(Nc2ccnc3ccc(C(F)(F)F)cc23)c1,1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
2,,CC(S(=O)(=O)c1ccc2nccc(Nc3n[nH]c4ccc(F)cc34)c2c1)[*:1].C[*:1],1,CC(C)(S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ccc(F)cc34)c2c1)[*:1].C[*:1]
11,c1cc([*:1])c([*:2])cc1[*:3],CS(=O)(=O)c1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],7,C[*:1].O[*:3].c1ccc2c(N[*:2])ccnc2c1
11,c1cc([*:1])c([*:2])cc1[*:3],CS(=O)(=O)c1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],6,C[*:1].O[*:3].c1cncc(-c2ccc3nccc(N[*:2])c3c2)c1
11,c1cc([*:1])c([*:2])cc1[*:3],CS(=O)(=O)c1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
11,c1cc([*:1])c([*:2])cc1[*:3],CS(=O)(=O)c1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
11,c1cc([*:1])c([*:2])cc1[*:3],CS(=O)(=O)c1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],4,COc1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3]
11,c1cc([*:1])c([*:2])cc1[*:3],CS(=O)(=O)c1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1.O[*:3]
7,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1ccc2c(N[*:2])ccnc2c1,6,C[*:1].O[*:3].c1cncc(-c2ccc3nccc(N[*:2])c3c2)c1
7,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1ccc2c(N[*:2])ccnc2c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
7,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1ccc2c(N[*:2])ccnc2c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
7,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1ccc2c(N[*:2])ccnc2c1,4,COc1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3]
7,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1ccc2c(N[*:2])ccnc2c1,3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1.O[*:3]
6,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1cncc(-c2ccc3nccc(N[*:2])c3c2)c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
6,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1cncc(-c2ccc3nccc(N[*:2])c3c2)c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
6,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1cncc(-c2ccc3nccc(N[*:2])c3c2)c1,4,COc1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3]
6,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O[*:3].c1cncc(-c2ccc3nccc(N[*:2])c3c2)c1,3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1.O[*:3]
5,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(N[*:2])c2c1.O[*:3],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1.O[*:3]
5,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(N[*:2])c2c1.O[*:3],4,COc1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3]
5,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc(N[*:2])c2c1.O[*:3],3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1.O[*:3]
12,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1.O[*:3],4,COc1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3]
12,c1cc([*:1])c([*:2])cc1[*:3],C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc(N[*:2])c2c1.O[*:3],3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1.O[*:3]
4,c1cc([*:1])c([*:2])cc1[*:3],COc1ccc2nccc(N[*:2])c2c1.C[*:1].O[*:3],3,C[*:1].FC(F)(F)c1ccc2nccc(N[*:2])c2c1.O[*:3]
11,c1cc([*:1])c(N[*:3])cc1[*:2],CS(=O)(=O)c1ccc2nccc([*:3])c2c1.C[*:1].O[*:2],7,C[*:1].O[*:2].c1ccc2c([*:3])ccnc2c1
11,c1cc([*:1])c(N[*:3])cc1[*:2],CS(=O)(=O)c1ccc2nccc([*:3])c2c1.C[*:1].O[*:2],6,C[*:1].O[*:2].c1cncc(-c2ccc3nccc([*:3])c3c2)c1
11,c1cc([*:1])c(N[*:3])cc1[*:2],CS(=O)(=O)c1ccc2nccc([*:3])c2c1.C[*:1].O[*:2],5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc([*:3])c2c1.O[*:2]
11,c1cc([*:1])c(N[*:3])cc1[*:2],CS(=O)(=O)c1ccc2nccc([*:3])c2c1.C[*:1].O[*:2],12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc([*:3])c2c1.O[*:2]
11,c1cc([*:1])c(N[*:3])cc1[*:2],CS(=O)(=O)c1ccc2nccc([*:3])c2c1.C[*:1].O[*:2],4,COc1ccc2nccc([*:3])c2c1.C[*:1].O[*:2]
11,c1cc([*:1])c(N[*:3])cc1[*:2],CS(=O)(=O)c1ccc2nccc([*:3])c2c1.C[*:1].O[*:2],3,C[*:1].FC(F)(F)c1ccc2nccc([*:3])c2c1.O[*:2]
7,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1ccc2c([*:3])ccnc2c1,6,C[*:1].O[*:2].c1cncc(-c2ccc3nccc([*:3])c3c2)c1
7,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1ccc2c([*:3])ccnc2c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc([*:3])c2c1.O[*:2]
7,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1ccc2c([*:3])ccnc2c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc([*:3])c2c1.O[*:2]
7,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1ccc2c([*:3])ccnc2c1,4,COc1ccc2nccc([*:3])c2c1.C[*:1].O[*:2]
7,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1ccc2c([*:3])ccnc2c1,3,C[*:1].FC(F)(F)c1ccc2nccc([*:3])c2c1.O[*:2]
6,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1cncc(-c2ccc3nccc([*:3])c3c2)c1,5,C[*:1].O=C(NCC1CCOCC1)c1ccc2nccc([*:3])c2c1.O[*:2]
6,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1cncc(-c2ccc3nccc([*:3])c3c2)c1,12,C[*:1].O=C(NCC1CCCOC1)c1ccc2nccc([*:3])c2c1.O[*:2]
6,c1cc([*:1])c(N[*:3])cc1[*:2],C[*:1].O[*:2].c1cncc(-c2ccc3nccc([*:3])c3c2)c1,4,COc1ccc2nccc([*:3])c2c1.C[*:1].O[*:2]
